Physician ID,Physician Name,Hospital ID,Hospital Name,Hospital ZIP,Hospital City
38244155,JULIE WOLFSON,AC239,Tristar Centennial Medical Center,57104,SIOUX FALLS
34664576,RAYMOND WADLOW,AC621,Mission Cancer and Blood,71105,SHREVEPORT
38551649,Jennifer Carney,AC958,Children's Hospital of Orange County,7042,MONTCLAIR
49642972,Lokesh Nagori,AC273,The Oncology Institute of Hope & Innovation - Arizona,94901,SAN RAFAEL
48348530,SILVIA BUNTING,AC199,John Muir Health,63122,SAINT LOUIS
34076111,REBECCA KALTMAN,AC225,Tennessee Plateau Oncology,99338,KENNEWICK
12920186,ELAINE CHIANG,AC915,VA Southeast Network,78712,AUSTIN
19476967,PARASHAR NANAVATI,AC789,University of South Alabama,25405,MARTINSBURG
18453206,PAUL O'DONNELL,AC242,BayCare Health System,90710,HARBOR CITY
99346724,Amir Fathi,AC375,Hospital Sisters Health System,76549,KILLEEN
53149751,STEPHANIE HALENE,AC721,Mary Lanning Healthcare Morrison Cancer Center,37067,FRANKLIN
41930555,MICHAEL GUERRERA,AC394,Marietta Memorial,19106,PHILADELPHIA
83298293,RANJEEV NANDA,AC346,Prohealth Care,28210,CHARLOTTE
95909793,MATTHEW TINGUELY,AC422,Oncology Hematology Specialists - Mountain Lakes,71301,ALEXANDRIA
31288285,SCOTT SCHUETZE,AC491,"Yunhee Chung, MD",57117,SIOUX FALLS
91473901,GEETA GEORGE,AC615,Texas Oncology - Amarillo Cancer Center,96720,HILO
26009566,Scott Herbert,AC332,Amrut Hematology Oncology PC,48382,COMMERCE TOWNSHIP
82670191,GEORGE RAPTIS,AC825,Cancer Treatment Centers of America - Chicago,98144,SEATTLE
21776348,CHRIS HELMSTEDTER,AC889,West Penn Hospital,29307,SPARTANBURG
62665156,NEIL KOGUT,AC955,Colorado Blood Cancer Institute,24016,ROANOKE
73377569,GAYATRI REDDY,AC252,Mid Florida Cancer Centers,97756,REDMOND
63609007,SMITHA MELLACHERUVU,AC274,Alliance Cancer Specialists PC,56401,BRAINERD
25330885,STEPHEN SACK,AC123,Henry B. Fox,65251,FULTON
91986890,Lynsay Brautnick,AC181,St Davids Healthcare System,94038,MOSS BEACH
48784314,Kasey Leger,AC646,University Of Maryland Medical System,20889,BETHESDA
99439689,LAURA KRUPER,AC479,Saint Agnes Medical Center,8876,SOMERVILLE
90367684,Alexander Ostrovsky,AC234,ANMED Cancer Center,31904,COLUMBUS
25424684,RAVEN COOKSEY,AC987,Texas Oncology - Mount Pleasant Patty & Bo Pilgrim Cancer Center,33033,HOMESTEAD
32006083,Eric Larsen,AC470,Regional One Health,73034,EDMOND
81489054,PAUL KOCHERIL,AC472,Northside Hospital Inc,53533,DODGEVILLE
51848995,ALAN THOMAS,AC236,Sidney Health Center,19426,COLLEGEVILLE
78599147,Margarita Topalovski,AC506,Alegent Health Partners,23936,DILLWYN
74724288,SHIYU SONG,AC768,Texas Oncology - Palestine Cancer Center,34689,TARPON SPRINGS
95098850,Namrata Patel,AC804,West Virginia University Hospitals,19087,WAYNE
40292748,SHAHAB KHAN,AC986,Katmai Oncology Group,47441,LINTON
83314317,MONICA HAYES,AC623,The Jewish Hospital Mercy Health Cincinnati And Cellular Therapy Center,37311,CLEVELAND
79139829,CHARLENE IVES,AC815,Lee Health System,45433,DAYTON
32608120,ANDREW GREENBERG,AC895,Children's Hospital of Philadelphia,28304,FAYETTEVILLE
40836274,David Grinblatt,AC362,Desert Hematology Oncology,78224,SAN ANTONIO
58400198,GLADYS RODRIGUEZ MERCADO,AC927,University of Cincinnati,23322,CHESAPEAKE
97203151,Muhammad Isa,AC291,Crete Area Medical Center,38901,GRENADA
61273694,ANDREW SCHNEIDER,AC178,Community Hematology Oncology Practitioners,46601,SOUTH BEND
69189437,Barry Luskey,AC670,UF Oncology- Fernandina,95655,MATHER
40926738,Javed Imam,AC308,San Francisco VA Medical Center,79415,LUBBOCK
47530251,Rajen Mody,AC229,Augusta University Medical Center Inc,70712,ANGOLA
64522817,Suhail Obaji,AC503,Advanced Cancer Treatment Centers,85723,TUCSON
78936179,Sumit Sawhney,AC323,St Claire HealthCare Oncology,89144,LAS VEGAS
23417053,Kevin Yee,AC789,University of South Alabama,25405,MARTINSBURG
78901830,Kasra Karamlou,AC898,Fred Hutchinson Cancer Research Center,33445,DELRAY BEACH
62960669,John Adams,AC566,SouthWest Oncology Centers Yuma,5201,BENNINGTON
16731263,ROBERT BROOKLAND,AC514,Troy Regional Medial Center,53207,MILWAUKEE
59524362,ANNE RASSIGA,AC380,Mercy Hospital Springfield,6030,FARMINGTON
58075012,SAIMA SHARIF,AC447,"Park Medical Associates, LLC",725,CAGUAS
29190024,Mohammed Vasef,AC863,Baylor College of Medicine,34236,SARASOTA
41766647,LORI WILSON,AC295,Medstar Washington Hospital Center Physician Group,95630,FOLSOM
96351054,MATTHEW JONES,AC158,Hematology Oncology Associates of Alabama,33417,WEST PALM BEACH
16052898,ROBERT OLDHAM,AC654,Northwest Georgia Oncology Centers,47501,WASHINGTON
69765986,Narayana Gowda,AC533,Utah Cancer Specialists,63628,BONNE TERRE
59894354,RAJ GUPTA,AC984,Brigham And Womens Hospital,21921,ELKTON
89673763,GARY STILLWAGON,AC886,Arizona Cancer Center,86301,PRESCOTT
41961099,GREGORY GRAVES,AC277,Texas Oncology - Tyler,75235,DALLAS
51982812,TRIPTESH CHAUDHURY,AC280,Oncology Consultants,92506,RIVERSIDE
43497115,Lisa Law,AC544,Sierra Hematology Oncology,19114,PHILADELPHIA
32490906,Jeanna Knoble,AC330,Trinity Health Mid-Atlantic,7730,HAZLET
21656984,Sundararajan Rajkumar,AC496,Texas Oncology - Grapevine,93442,MORRO BAY
92289531,ROBERT LIEM,AC669,Iowa Methodist Medical Center,37343,HIXSON
18099716,MUHAMMAD AKHTAR,AC150,Dignity Health Medical Group Bay Area,15370,WAYNESBURG
47803535,ROBERT DEXTER,AC392,Mercyhealth,77021,HOUSTON
29578453,Diane George,AC115,CHI Health St Francis Cancer Clinic,92106,SAN DIEGO
66739865,Arthur Kim Ritchey,AC974,Adventhealth Shawnee Mission,15205,PITTSBURGH
28570995,NYAMBI EBIE,AC365,Northshore University HealthSystem,80222,DENVER
45099155,AMBUJAM KRISHNAN,AC692,HCA Midwest Division dba Research Medical Center,63122,SAINT LOUIS
28640425,Henry Lee,AC702,Salinas Valley Medical Center Cancer Care,75042,GARLAND
36201097,RAJ MITTAL,AC743,Clara S Chan MD,33909,CAPE CORAL
92349378,Lloyd Damon,AC763,Western Hema Oncology - Santa Merle,90049,LOS ANGELES
54578346,Pierre Khoury,AC744,Texas Oncology - Midlothian,60453,OAK LAWN
58796914,IRFAN AHMED,AC598,Community Health Network,3257,NEW LONDON
19738728,ROBERT LEE,AC281,South County Health,51301,SPENCER
14298741,RAYMOND WYNN,AC695,Swedish Health Services,95991,YUBA CITY
34943265,JAMES GERSTLEY,AC290,Texas Oncology Willowbrook,726,CAGUAS
39484793,GURVINDER SHAHEED,AC269,Blount Memorial Hosptial,75032,ROCKWALL
32186042,CHERYL HILLERY,AC928,Astera Cancer Care,90403,SANTA MONICA
72557615,LINDA GROSSHEIM,AC403,Texas Oncology - Denton,54476,SCHOFIELD
11041155,KEITH IZBAN,AC667,Baptist Health Of Northeast Florida,48801,ALMA
50403123,Ali Moussa,AC115,CHI Health St Francis Cancer Clinic,92106,SAN DIEGO
59306321,AJAY DUBEY,AC573,Southeast Health Cancer Care,54311,GREEN BAY
39191779,BEHZAD MOWLAZADEH,AC285,Bassett Medical Center,80112,ENGLEWOOD
12500529,TIMOTHY SAWYER,AC133,"Advanced Care Oncology & Hematology Associates, LLC",56001,MANKATO
41475086,ROBERT CONRY,AC570,Pinal Cancer and Surgery Center,92373,REDLANDS
31746747,CHRISTINE URBANSKI,AC574,UCSF Washington Hospital Cancer Center,93291,VISALIA
85393471,KIMBERLY LE BLANC,AC897,Hematology Oncology Clinic,20817,BETHESDA
85297552,LINDSAY GARDNER,AC700,Childrens Minnesota,33166,MIAMI
24784108,RISHITHA BOLLAM,AC775,Carolina Oncology Specialists,11702,BABYLON
99743737,Shiva Shrotriya,AC972,The Center For Cancer And Blood Disorders,84107,SALT LAKE CITY
84205072,SANA NAJIB,AC377,St Jude Childrens Research Hospital,85704,TUCSON
22513959,RUWAN GUNARATNE,AC526,Cancer Care Northwest,44004,ASHTABULA
19702438,ANDREW PHAM,AC586,Northwest Georgia Oncology,92120,SAN DIEGO
74441202,SONALI HARCHANDANI,AC724,Champlain Valley Physicians Hospital Medical Center,3104,MANCHESTER
13563733,VISHAL VASHISTHA,AC754,Nemours Alfred I Dupont Hospital For Children,89118,LAS VEGAS
16813226,KERRI MCGOVERN,AC325,Mohtaseb Cancer Center and Blood Disorders,47501,WASHINGTON
58590426,VAIBHAV PATEL,AC808,Maui Memorial Medical Center,11385,RIDGEWOOD
42981424,AMANDEEP AUJLA,AC324,Baltimore Oncology and Hematology,71111,BOSSIER CITY
64827749,ALEJANDRO CARVAJAL,AC367,Samaritan Pastega Regional Cancer Center,49508,GRAND RAPIDS
41677482,ADITI DHIR,AC929,"Patrick Dipaolo, MD",33040,KEY WEST
76644079,Abdel Hosein,AC933,Geisinger Health System,21402,ANNAPOLIS
13245866,NICHOLAS SICH,AC317,Cape Cod Hospital,81101,ALAMOSA
91260662,STACEY SCHEICK,AC820,MaineHealth Cancer Care,20678,PRINCE FREDERICK
22809554,SARAH GILLETT,AC884,Cancer Center of South Florida,14011,ATTICA
78912611,KATRINA O'HALLORAN,AC313,Genesis Care - South Florida,72104,MALVERN
30026360,SRINANDAN GUNTUPALLI,AC857,Epic Care,10013,NEW YORK
83800622,JOHN DAVID,AC228,Memorial Healthcare System,83501,LEWISTON
47345597,SU CHUNG,AC778,Phoenix Childrens Hospital,93551,PALMDALE
57678705,LAURA STANKO,AC758,H Lee Moffitt Cancer Center And Research Institute Hospital Inc,38119,MEMPHIS
25971738,MESHAAL KHAN,AC952,Dayton Physicians,28401,WILMINGTON
89957126,Sakshi Kapur,AC344,Montefiore Health System,7728,FREEHOLD
39938355,MARY HUERTER,AC960,East Orange Medical Center / Carewell Health Hospital,41017,FT MITCHELL
38686488,CHRISTIAN BARNEY,AC789,University of South Alabama,25405,MARTINSBURG
52797140,Ragisha Gopalakrishnan,AC227,Jackson Memorial Hospital,78405,CORPUS CHRISTI
22619217,AMANDA RAMOS,AC677,Trinity Health New England,93030,OXNARD
61461975,SONIA SANDHU,AC613,St Josephs Children's Hospital,2467,CHESTNUT HILL
30901433,Jason Suh,AC712,El Camino Hospital,33578,RIVERVIEW
58616555,MAZEN MISLMANI,AC723,Highland Hospital of Rochester,76310,WICHITA FALLS
23301230,PETER CYGAN,AC840,Texas Oncology - Abilene,11790,STONY BROOK
51680996,ELIZABETH BOWHAY,AC524,Summa Health System,21801,SALISBURY
85733091,VIVEK ARORA,AC294,Yale New Haven Health System,19047,LANGHORNE
56791510,CAROLINE NITSCHMANN,AC510,Sacred Heart Medical Oncology,56201,WILLMAR
35367493,Ernest Lo,AC780,University Of Massachusetts Memorial Healthcare,19087,WAYNE
19234201,ROHITH JESUDAS,AC727,Methodist Le Bonheur Healthcare,27509,BUTNER
66499168,Van Huynh,AC705,"Appalachian Regional Healthcare, Inc.",82435,POWELL
76597599,NIMA NABAVIZADEH,AC141,Lawrence Memorial Hospital/ LMH Health,48124,DEARBORN
46968206,Carlyn Rose Tan,AC750,Childrens Hospital And Medical Center Omaha,61401,GALESBURG
75942848,Mohamed Shanshal,AC886,Arizona Cancer Center,86301,PRESCOTT
79132935,Eugenia Kim,AC800,Essentia Health,94550,LIVERMORE
22639849,MELISSA HOLLAND,AC551,Maryland Oncology Hematology,76504,TEMPLE
58359473,SALWA KHEDR,AC178,Community Hematology Oncology Practitioners,46601,SOUTH BEND
53750758,ANIL SINGH,AC952,Dayton Physicians,28401,WILMINGTON
85063871,CAITLIN ZEBLEY,AC217,St Mary Medical Center,79761,ODESSA
28352429,STEVEN HARDEE,AC613,St Josephs Children's Hospital,2467,CHESTNUT HILL
59795290,ALICIA THOMPSON,AC670,UF Oncology- Fernandina,95655,MATHER
37710866,SAKSHI BAMI,AC785,Illinois Cancer Care,33014,HIALEAH
69871882,CAMERON SWANICK,AC703,Southern Oncology Hematology Associates,2601,HYANNIS
74973964,Myles Nickolich,AC310,Thompson Oncology Group,17036,HUMMELSTOWN
61449322,JANAI CARR,AC654,Northwest Georgia Oncology Centers,47501,WASHINGTON
62493425,MARIA YEPEZ,AC877,Spectrum Health,30912,AUGUSTA
57880235,Mihaela Chiselite,AC672,Phoebe Hematology Oncology of Albany,66762,PITTSBURG
66911572,Naresh Bellam,AC844,University of Tennessee Knoxville,89520,RENO
54863777,GAUTAM JHA,AC836,Stamford Hospital,27284,KERNERSVILLE
23627221,EMILY LIPSITZ,AC720,Verity Medical Foundation,78704,AUSTIN
94768562,JESSICA POWERS,AC897,Hematology Oncology Clinic,20817,BETHESDA
86240791,YELENA YELIZAROV,AC306,Prisma Health,77401,BELLAIRE
79974972,JEREMIE ESTEPP,AC788,Cancer Care and Urology of North Florida,11220,BROOKLYN
35333576,ARIC PARNES,AC721,Mary Lanning Healthcare Morrison Cancer Center,37067,FRANKLIN
61452299,NICOLE LANATRA,AC515,Oregon Oncology Specialists,24301,PULASKI
99129300,Troy Lund,AC391,William S. Middleton Memorial Veterans Hospital,94121,SAN FRANCISCO
18217743,Sravanthi Ravulapati,AC904,Penrose Saint Francis,21153,STEVENSON
66276471,AJAY KANDRA,AC760,Vanderbilt University Medical Center,32571,MILTON
54839917,WILLIAM RULE,AC965,El Paso Childrens Hospital,22601,WINCHESTER
42350827,GALENA KHAN,AC183,Texas Oncology - Wichita Falls,46391,WESTVILLE
81531502,DAVA WEST,AC801,WellSpan Health System,7446,RAMSEY
48117286,ARIC HALL,AC833,Schweiger Dermatology Group,91723,COVINA
28151631,JAY PATEL,AC625,Texas Oncology - Rockwall,52002,DUBUQUE
85776813,TRAILOKYA PANDIT,AC759,Cancer Treatment Centers of America - Atlanta,68701,NORFOLK
62283546,Nishanth Sukumaran,AC732,Defense Health Agency Health System,3063,NASHUA
36735888,ANNA VARGHESE,AC212,Childrens Hospital Oakland Research Institute,55746,HIBBING
27726964,NAVIN PINTO,AC695,Swedish Health Services,95991,YUBA CITY
58350978,VERONICA KHEYFETS,AC287,University Of Miami Health System,56308,ALEXANDRIA
63750253,Carter Payne Milner,AC241,Huntsville Hospital Health System,13045,CORTLAND
38946672,CESAR PEREZ BATISTA,AC961,Honor Health,17331,HANOVER
26794305,SHANA COPLOWITZ OKOLICA,AC351,Texas Oncology - Presbyterian Cancer Center Dallas,20892,BETHESDA
65979269,Maria De Villa,AC203,Genesis Cancer Care Center,85028,PHOENIX
11145470,CATALINA AMADOR ORTIZ,AC860,Sentara Martha Jefferson Hematology and Medical Oncology Associates,35801,HUNTSVILLE
65694269,HASSAN KALEEM,AC554,Zangmeister Cancer Center,30305,ATLANTA
53364395,LAUREN IMWALLE,AC525,Best Cancer Care - Irfan Jawed MD PLLC,95340,MERCED
37532360,Aaron Viny,AC493,Sharp Healthcare,92106,SAN DIEGO
89849787,Jacob Troutman,AC687,Nashville Oncology Associates,2114,BOSTON
66171996,Paolo Caimi,AC655,Texas Oncology - Mesquite,83712,BOISE
86603424,ALLYSON HARROFF,AC269,Blount Memorial Hosptial,75032,ROCKWALL
82436462,MADHURI YAGALLA,AC719,Regional Cancer Care Associates - Maryland,91776,SAN GABRIEL
78676734,DONNA ZAHNISER,AC265,Illinois Cancer Specialists,73705,ENID
20833008,JEYANTHI RAMANARAYANAN,AC821,Rio Grande Hematology & Oncology,71655,MONTICELLO
49195013,LAV GOYAL,AC605,Cancer Care Centers of Brevard,56537,FERGUS FALLS
11108389,FADI BRAITEH,AC928,Astera Cancer Care,90403,SANTA MONICA
72412340,NAM NGUYEN,AC688,Mercy Clinic Oncology And Hematology Mcauley,33331,FORT LAUDERDALE
93995424,William Ferguson,AC180,Clear Lake Specialties Oncology,84117,SALT LAKE CITY
66999012,THOMAS WEINER,AC475,Panacea Oncology,11235,BROOKLYN
50469022,JAY KLARNET,AC240,Liberty Hematology & Oncology,99645,PALMER
42219363,Steve Kuerbitz,AC353,Joliet Oncology-Hematology Associates LTD,6040,MANCHESTER
29020794,JUDITH MARGOLIN,AC229,Augusta University Medical Center Inc,70712,ANGOLA
67545289,BLESSING ETUK,AC766,Texas Oncology - El Paso Cancer Treatment Center Joe Battle,78228,SAN ANTONIO
67348147,JOSEPH PASCUZZO,AC530,Hematology-Oncology Associates,11234,BROOKLYN
72467208,Henry Kaplan,AC467,Trihealth,63017,CHESTERFIELD
84657132,Nasfat Shehadeh,AC132,Texas Oncology - Baylor Charles A Sammons Cancer Center,45005,FRANKLIN
76992992,AJAY ANAND,AC116,Commonwealth Cancer Center,79918,FORT BLISS
36799394,COURTNEY THORNBURG,AC124,Cincinnati  Children's Hospital,51601,SHENANDOAH
21326526,ARNOB BANERJEE,AC333,University of Florida Health,98664,VANCOUVER
81272641,Firoozeh Sahebi,AC244,University of Connecticut Health Center,23505,NORFOLK
88894936,HEATHER STEELE,AC258,SCL Health Cancer Centers of Colorado,30305,ATLANTA
64218844,Caroline Berube,AC431,Mount Sinai Miami,22025,DUMFRIES
11237819,STEVEN MADDEN,AC384,Holy Cross Hospital Florida,49770,PETOSKEY
71792833,JESUS CASTRO,AC242,BayCare Health System,90710,HARBOR CITY
32355655,Ajeet Gajra,AC810,Cancer And Blood Care Of San Jose Inc,60014,CRYSTAL LAKE
45115901,THEODORE GABIG,AC189,VCS Virginia Cancer Specialists,46350,LA PORTE
45778670,Manoo Bhakta,AC184,Baylor University Medical Center,7202,ELIZABETH
18486028,WILLIAM TAP,AC585,Pacific Cancer Care,94602,OAKLAND
45554481,Shaily Lakhanpal,AC591,Centerpoint Medical Center,90240,DOWNEY
32097173,Vinod Balasa,AC212,Childrens Hospital Oakland Research Institute,55746,HIBBING
15260237,Arunachalam Thenappan,AC413,University of New Mexico,6419,KILLINGWORTH
58933322,ERIC BUTH,AC782,Summit Medical Group Oregon,51503,COUNCIL BLUFFS
83556056,NORMAN ROSENBLUM,AC498,Larkin Cancer Center,98116,SEATTLE
79210936,Maurice Berkowitz,AC972,The Center For Cancer And Blood Disorders,84107,SALT LAKE CITY
16131590,Shalini Shenoy,AC605,Cancer Care Centers of Brevard,56537,FERGUS FALLS
80375170,Ryan Mattison,AC716,Montgomery Cancer Center,19013,CHESTER
52211533,NANCY FELDMAN,AC828,Richmond University Medical Center,41011,COVINGTON
22250712,Osei-Tutu Owusu,AC570,Pinal Cancer and Surgery Center,92373,REDLANDS
33959210,MARY WILKINSON,AC193,Highlands Oncology Group,80920,COLORADO SPRINGS
81038963,ROBERT DOUGLAS,AC424,Anderson County Hospital,77339,KINGWOOD
89223934,FREDERIC KASS,AC901,Gene Upshaw Memorial Tahoe Forest Cancer Center,27529,GARNER
96245129,DANIEL FRIEDMAN,AC472,Northside Hospital Inc,53533,DODGEVILLE
58178968,REBECCA BARRINGTON,AC466,The Christ Hospital,2920,CRANSTON
57286297,Myriam Landrin,AC474,California Hematology Oncology Medical Group,16105,NEW CASTLE
12185871,HAMIDREZA SANATINIA,AC185,Albany Medical Center Group Org,77304,CONROE
61307393,JEFFREY GILROY,AC474,California Hematology Oncology Medical Group,16105,NEW CASTLE
21279121,GARY SHULTZ,AC554,Zangmeister Cancer Center,30305,ATLANTA
54526671,NI GORSUCH,AC201,Hudson Valley Heme/Onc Associates,33331,FORT LAUDERDALE
67265733,STEPHANIE HAN,AC821,Rio Grande Hematology & Oncology,71655,MONTICELLO
34110556,MARIANNE MILDENBERGER,AC788,Cancer Care and Urology of North Florida,11220,BROOKLYN
28732746,David Hoffman,AC373,University of Southern California,19044,HORSHAM
53502814,Paul Dodd,AC258,SCL Health Cancer Centers of Colorado,30305,ATLANTA
61841364,GARY GRAHAM,AC130,LVPG  Lehigh Valley Physicians Group,11426,BELLEROSE
61087698,ROSEMONDE WOEL,AC482,Bon Secours Health System Inc,7631,ENGLEWOOD
99931552,JENNIFER DACUS,AC676,HSHS Holy Family Hospital,34474,OCALA
67792815,HELEN XIAO-LI,AC440,Texas Oncology - Arlington Cancer Center North,28226,CHARLOTTE
44081318,MEHRAN SABOORI,AC501,Covenant Healthcare,94301,PALO ALTO
94746262,Syed Zahir,AC756,Vantage Medical Group Hem Onc,71913,HOT SPRINGS NATIONAL PARK
60820745,JACQUELINE MENDIVIL-COX,AC856,New England Cancer Specialists,35058,CULLMAN
49346123,JOSEPH LATTANZI,AC400,Dartmouth Hitchcock Health System,50309,DES MOINES
71319407,Dinesh Kapur,AC729,Summit Cancer Care,32536,CRESTVIEW
22280376,SAMIR KAHWASH,AC767,Chipola Surgical & Medical Specialties,64507,SAINT JOSEPH
13833351,DUSTIN BOYER,AC603,OHC Oncology Hematology Care,28546,JACKSONVILLE
15930578,WILLIAM BABCOCK,AC830,St. Mary's Medical Center,28208,CHARLOTTE
56643810,Edward Licitra,AC410,Lexington VA Medical Center,64012,BELTON
18504365,STEVEN COHEN,AC771,NYC Health + Hospitals/Bellevue,7738,LINCROFT
57620788,Sowjanya Nagabhirava,AC451,University of Wisconsin Hospital and Clinics,10604,WEST HARRISON
31376430,Tarun Kewalramani,AC372,Duke University Health System,94108,SAN FRANCISCO
72656645,ROBERT MAKI,AC487,Children’s Health,93535,LANCASTER
45747623,Ishmael Jaiyesimi,AC905,Abington Hematology Oncology Associates,73112,OKLAHOMA CITY
67835557,Poongothai Sundaram,AC196,Rochester Regional Health System,23230,RICHMOND
57879331,JOHN HAWK,AC409,Mercy Health Lacks Cancer Center,35801,HUNTSVILLE
85407620,LUIS PINEDA,AC148,Dr Mitchell Folbe MD PC,15370,WAYNESBURG
33570878,ARUN KUMAR,AC109,Froedtert And Medical College Of Wisconsin,23188,WILLIAMSBURG
93444710,KATHY BAGLAN,AC519,Newland Medical Associates,674,MANATI
15946676,Dennis Birenbaum,AC415,St Alphonsus Health System,33914,CAPE CORAL
88748088,GLENN SHAMDAS,AC409,Mercy Health Lacks Cancer Center,35801,HUNTSVILLE
50658275,PAMELA CRILLEY,AC641,Genesis Care Florida,39531,BILOXI
59272866,ELIZABETH TAN-CHIU,AC735,Central Care Cancer Center,84107,SALT LAKE CITY
50897830,JOGINDER SINGH,AC932,Providence/St. Joseph's Northern California,20706,LANHAM
22819540,Michael Meshad,AC808,Maui Memorial Medical Center,11385,RIDGEWOOD
89310241,Karl Malone Rogers,AC431,Mount Sinai Miami,22025,DUMFRIES
38058720,Nick Leasure,AC265,Illinois Cancer Specialists,73705,ENID
33566895,CARY PRESANT,AC392,Mercyhealth,77021,HOUSTON
86032161,V. Suresh Reddy,AC232,Alabama Oncology St. Vincents East,61021,DIXON
72299772,Elizabeth Reich,AC919,AHNI American Health Network Of Indiana,33621,TAMPA
77754192,Lala Cornelius,AC171,Hematology Oncology,19140,PHILADELPHIA
70908109,NEIL FRIEDMAN,AC506,Alegent Health Partners,23936,DILLWYN
58749798,SUNJAY SHAH,AC369,The University Of Illinois Hospital And Health Sciences System,61282,SILVIS
16106075,CARLA FALKSON,AC331,New York Medical College,90048,LOS ANGELES
57068325,CHARLES CONNOR,AC255,Community Hospital of Anaconda,30117,CARROLLTON
49413685,James Turner,AC949,Kootenia Cancer Center,33458,JUPITER
96618978,MOHAMAD MOUNIR ADADA,AC567,Infirmary Cancer Care- INFIRMARY HEALTH,92350,LOMA LINDA
70926272,ERIK ANDERSON,AC480,Crystal Run Healthcare,45714,BELPRE
62016822,SRIRAM VENIGALLA,AC939,"Alpha Med Physicians Group, LLC",53705,MADISON
83568133,SORBARIKOR PIAWAH,AC382,Auerbach Hematology Oncology Associates,32503,PENSACOLA
34341049,Zhuoer (Zoey) Xie,AC431,Mount Sinai Miami,22025,DUMFRIES
16864961,Nabeel Rajeh,AC461,Windsong Radiology,7087,UNION CITY
83611635,ERIK KNELSON,AC968,The Childrens Hospital Of San Antonio,27893,WILSON
13652139,Osama Diab,AC465,Mayo Clinic Florida,1606,WORCESTER
83965400,Shireen Ganapathi,AC132,Texas Oncology - Baylor Charles A Sammons Cancer Center,45005,FRANKLIN
15677180,YAZEED SAMARA,AC767,Chipola Surgical & Medical Specialties,64507,SAINT JOSEPH
55019352,SAGAR RAKSHIT,AC768,Texas Oncology - Palestine Cancer Center,34689,TARPON SPRINGS
99268177,RAN ZHANG,AC856,New England Cancer Specialists,35058,CULLMAN
94505255,LIJUN XUE,AC800,Essentia Health,94550,LIVERMORE
96301699,Madiha Gilani,NA,-,-,ALTOONA
24580612,OMAR ISHAQ,AC331,New York Medical College,90048,LOS ANGELES
25108364,Adam Binder,AC342,Hannibal Clinic James E Cary Cancer Center,32073,ORANGE PARK
25899002,JACQUELINE MULLVAIN,AC479,Saint Agnes Medical Center,8876,SOMERVILLE
88105716,ZIAD KHAN,AC324,Baltimore Oncology and Hematology,71111,BOSSIER CITY
60043719,Jamie Stratton,AC856,New England Cancer Specialists,35058,CULLMAN
16091901,ABHAY GOKHALE,AC375,Hospital Sisters Health System,76549,KILLEEN
83317116,Debasmita Saha,AC945,Cedars-Sinai Medical Center,60154,WESTCHESTER
42604124,Omar Buddhu,AC192,Cook County Hospital,27514,CHAPEL HILL
78000346,MARIE VERVAEKE,AC591,Centerpoint Medical Center,90240,DOWNEY
46705565,Parikshit Padhi,AC143,University of Louisville,55432,MINNEAPOLIS
93058083,CHAO YE,AC267,Barton Health,63090,WASHINGTON
63642583,JOSHUA MENKE,AC980,Cancer Institute Of Long Island office,32114,DAYTONA BEACH
13067070,Pavel Levin,AC416,University Of North Carolina Hospitals,48801,ALMA
71132680,CHITTALSINH RAULJI,AC140,Quincy Medical Group Cancer Institute,8724,BRICK
83700678,Sagar Patel,AC532,Rideout Cancer Center,89118,LAS VEGAS
28254981,RAHUL SINGH,AC541,Childrens Hospital of the Kings Daughters,27278,HILLSBOROUGH
74988168,Lin Hao,AC904,Penrose Saint Francis,21153,STEVENSON
96280677,GAGANDEEP BRAR,AC438,Arkansas Childrens Hospital,97420,COOS BAY
83811407,ADAM WOLPAW,AC652,Stanford Healthcare,73109,OKLAHOMA CITY
86964808,James McClain,AC735,Central Care Cancer Center,84107,SALT LAKE CITY
65678578,AHMED SALMAN,AC692,HCA Midwest Division dba Research Medical Center,63122,SAINT LOUIS
12585576,BHUWAN POUDYAL,AC180,Clear Lake Specialties Oncology,84117,SALT LAKE CITY
36823736,Kamyar Nader,AC741,Jersey Community Hospital,64093,WARRENSBURG
87776499,GOWRI RAMADAS,AC661,Rockcastle Regional,11375,FOREST HILLS
59496796,HOLLEH HUSSEINZADEH,AC769,Texas Oncology - Austin,94583,SAN RAMON
35541898,NICHOLAS TEDESCO,AC682,St Joseph Regional Cancer Center And Blood Institute,8244,SOMERS POINT
30118261,ASHKAN LASHKARI,AC751,Cancer and Blood Specialists of Arizona,60643,CHICAGO
33284920,Qin Zen,AC473,Alabama Oncology Hematology Associates,15090,WEXFORD
80750098,Kirtan Koticha,AC430,Saint Luke's Cancer Institute,603,AGUADILLA
95276967,AMNA KHATTAK,AC800,Essentia Health,94550,LIVERMORE
71166579,KELLY COOKE,AC993,Green Bay Oncology At St Vincent Hospital Regional Cancer Center,62959,MARION
95408845,CHARLES RIGGS,AC302,Global Cancer Research Institute,85710,TUCSON
86756731,AVNISH BHATIA,AC938,Heartland Regional Medical Center,28277,CHARLOTTE
24762033,Andres Soriano,AC878,Dermatology Associates,67226,WICHITA
19192740,SOGOL MOSTOUFI MOAB,AC716,Montgomery Cancer Center,19013,CHESTER
99775538,ERIKA SWANSON,AC106,Hawaii Cancer Care,37745,GREENEVILLE
