Physician ID,Physician Name,Specialty,Jan'23,Feb'23,Mar'23,Apr'23,May'23,Jun'23,Jan'232,Feb'232,Mar'232,Apr'232,May'232,Jun'232
59849602,Leela Bhupalam,ONCOLOGY MEDICAL,0,14,12,23,32,38,19,26,28,21,35,46
68788950,BRUCE GOLDSWEIG,SURGICAL ONCOLOGY,0,17,11,26,35,32,14,17,15,18,46,37
98476330,CHERYL JONES,"PATHOLOGY, HEMATOLOGY",15,10,34,26,26,45,13,3,16,32,48,39
37596038,PAUL DORU-MUGUR,HEMATOLOGY,15,14,33,28,32,42,21,21,31,22,25,52
28220691,STACY JACOBSON,GYNECOLOGICAL ONCOLOGY,12,13,21,23,28,45,22,25,37,22,32,42
36837619,SANDEEP MASHRU,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",7,24,25,16,36,36,12,7,35,22,31,49
66849869,IRENE KUTER,RADIOLOGY ONCOLOGY,3,23,35,29,25,38,28,4,36,18,41,44
34090977,Mansoina Baweja,ONCOLOGY MEDICAL,15,21,27,24,26,49,9,8,33,19,32,46
28597886,SWARNA CHANDURI,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",15,22,22,30,37,32,7,19,36,24,28,40
51723439,PETER LINDENBERG,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",0,12,18,29,37,50,27,8,30,28,37,43
46993893,Thomas Jones,HEMATOLOGY,10,18,24,26,26,38,8,15,17,34,28,55
48111449,SIMRIT PARMAR,HEMATOLOGY,6,17,17,35,31,47,29,14,34,30,46,35
77328678,SHERYL ASPLUND,-,10,11,22,21,34,38,25,14,30,31,34,45
43186328,PADMAJA MALLIDI,"PATHOLOGY, HEMATOLOGY",2,21,25,35,39,38,19,16,18,17,50,51
84744677,WALTER LONGO,HEMATOLOGY,1,25,33,19,36,42,4,7,32,19,41,55
60685603,OSCAR GARCIA,-,15,22,13,29,37,40,26,22,22,17,29,49
11371508,LARRY PAST,ONCOLOGY MEDICAL,11,15,22,16,31,41,14,28,17,18,25,35
34921883,Mark Browning,-,6,18,28,23,38,50,30,29,20,36,40,35
28482635,Grzegorz Nowakowski,GYNECOLOGICAL ONCOLOGY,2,15,29,35,37,41,30,12,34,27,36,52
15315713,DAVID SANFORD,SURGICAL ONCOLOGY,3,12,32,19,34,44,29,5,26,15,32,47
21067782,Gary Grad,ONCOLOGY MEDICAL,2,24,13,29,38,50,7,28,40,24,28,38
64316072,RANDY HEYSEK,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",14,10,24,18,37,47,23,14,31,36,30,40
54391301,TASNEEM ALI,RADIOLOGY ONCOLOGY,11,15,29,33,37,43,11,12,18,39,49,48
45497959,STEVEN JUBELIRER,PEDIATRIC HEMATOLOGY ONCOLOGY,14,18,26,22,34,40,2,0,24,16,46,44
10446429,CARLOS VARGAS,-,9,12,14,30,28,32,25,17,12,19,29,55
29814528,Joseph Lavelle,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",5,17,30,22,26,44,30,24,36,36,48,47
25912934,BOO LOW,GYNECOLOGICAL ONCOLOGY,8,25,28,35,35,33,2,16,38,24,46,50
29907733,Idelfia Marte,-,0,15,26,19,26,33,5,1,36,31,29,54
88707056,SHAHID LATIF,HEMATOLOGY/ONCOLOGY,4,10,30,31,39,44,0,0,31,22,44,42
33197741,GUSTAV MAGRINAT,ONCOLOGY MEDICAL,0,11,25,19,38,49,29,18,36,20,49,35
69666013,Donald Wells,SURGICAL ONCOLOGY,1,24,14,17,30,46,0,17,16,34,44,51
61174417,ELIZABETH HYSLOP,RADIOLOGY ONCOLOGY,2,16,20,18,25,35,28,1,13,35,40,47
61168508,Heather Symons,HEMATOLOGY,1,14,32,25,29,36,13,3,28,40,38,55
96615900,SATISH DESAI,HEMATOLOGY,8,22,34,25,37,38,19,16,19,17,27,42
34223425,MARK SAUNDERS,SURGICAL ONCOLOGY,15,23,18,29,39,34,7,17,15,16,42,48
54149184,BETHANY ANDERSON,HEMATOLOGY/ONCOLOGY,3,16,21,33,36,36,25,11,31,26,25,36
23510237,MADINA HAQUE,RADIOLOGY ONCOLOGY,2,22,31,33,37,35,13,27,23,24,37,36
74296648,NICOS NICOLAOU,SURGICAL ONCOLOGY,12,12,11,22,40,43,25,6,24,24,25,36
11431733,PAMELA MUNSTER,HEMATOLOGY,15,24,30,28,32,50,16,22,34,34,50,53
52455811,THOMAS WOLIVER,RADIOLOGY ONCOLOGY,13,11,17,15,33,50,21,20,14,29,26,42
76649936,DAVID HSU,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",11,16,19,31,32,38,18,21,31,28,46,35
14727202,JAMES FORSYTHE,"PATHOLOGY, HEMATOLOGY",0,21,17,15,27,38,10,9,39,20,27,46
37145221,BRANDON MC MAHON,GYNECOLOGICAL ONCOLOGY,9,24,26,19,40,31,5,28,20,29,45,47
16763652,MARY YOUNG,"PATHOLOGY, HEMATOLOGY",9,19,16,32,39,49,8,6,21,39,41,41
47559295,HEATHER MISKE,RADIOLOGY ONCOLOGY,15,14,30,15,29,46,2,20,22,16,41,55
57013584,GEORGE HAJJAR,HEMATOLOGY,10,14,24,30,26,38,1,2,26,15,47,52
63579389,Thomas Forlenza,HEMATOLOGY,6,14,16,32,35,35,7,1,26,25,41,50
83448869,FRANCISCO CASTILLOS,HEMATOLOGY,6,17,20,18,27,49,24,20,18,16,27,53
90314845,GUY KEDZIORA,SURGICAL ONCOLOGY,13,15,25,28,38,40,14,16,22,21,29,42
75205126,ANUJA PRADHAN,-,0,15,21,26,26,31,20,30,23,18,36,44
59026588,PASCHAL WILSON,PEDIATRIC HEMATOLOGY ONCOLOGY,12,14,12,27,33,35,11,0,32,34,48,46
56752979,Kamarajapuram Desikan,RADIOLOGY ONCOLOGY,0,12,32,16,34,47,0,20,12,21,48,45
75530482,Alison Friedmann,HEMATOLOGY,14,19,35,16,30,40,15,1,10,32,31,37
29927828,OSCAR TERCILLA,-,13,13,12,31,39,39,12,4,21,34,35,40
16994419,Alaa Latif,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",15,21,13,34,32,31,23,6,17,31,44,44
89177156,Rana Jacob,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",6,23,18,21,26,32,9,3,37,18,42,52
79259740,GREGORY FORTIER,PEDIATRIC HEMATOLOGY ONCOLOGY,9,11,12,35,31,46,14,7,40,40,32,48
94546374,XINSHENG LIAO,"PATHOLOGY, HEMATOLOGY",14,23,13,16,33,31,30,18,31,20,42,36
58348918,JEFFREY DEYO,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",6,23,25,33,29,31,4,22,40,30,25,54
36825255,Yacoub Faroun,-,5,23,28,35,26,31,2,3,17,32,29,50
35078902,Lane Ziegler,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",5,17,30,24,39,34,8,5,25,39,31,48
46560642,DIANE WILDER,"PATHOLOGY, HEMATOLOGY",0,22,29,29,31,36,24,13,16,37,37,36
58526635,YVONNE MANALO,HEMATOLOGY/ONCOLOGY,4,23,22,31,25,34,12,19,31,23,46,43
98713754,BRIAN KARLOVITS,ONCOLOGY MEDICAL,6,15,18,30,28,31,4,16,29,23,46,54
76403951,PHUONG NGUYEN,ONCOLOGY MEDICAL,0,20,27,35,35,34,27,7,40,15,34,41
28954300,PURUSHOTTAM PANDE,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",10,15,26,25,36,48,4,10,29,33,25,39
76542673,TODD WOLF,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",13,19,23,26,33,42,1,9,30,22,35,42
60176935,Kara Kelly,GYNECOLOGICAL ONCOLOGY,5,17,10,31,30,48,2,20,23,36,48,42
60308147,SETH COHEN,RADIOLOGY ONCOLOGY,5,25,32,22,28,33,9,27,31,38,30,51
13967884,DANIEL IBACH,-,6,12,26,32,29,35,1,1,10,27,39,53
79062983,MOHAMMAD RIAZ,ONCOLOGY MEDICAL,0,11,33,24,27,33,2,9,35,39,33,54
20859898,Susan Hines,RADIOLOGY ONCOLOGY,5,12,12,27,27,43,14,6,12,15,26,39
85101958,SCOTT GRAHAM,HEMATOLOGY,2,14,32,33,32,35,17,3,17,20,43,43
59404955,KHUDA KHAN,HEMATOLOGY,12,16,28,20,33,42,27,26,31,30,42,53
21596483,ROBERT GASTON,HEMATOLOGY,10,16,24,19,39,32,29,3,13,21,27,37
82402412,John Kailath,HEMATOLOGY,14,10,35,31,31,42,7,17,20,33,37,38
82455754,Rajini Katipamula-Malisetti,ONCOLOGY MEDICAL,14,12,12,33,39,40,18,12,28,35,42,49
15066361,Carola Arndt,HEMATOLOGY,11,19,26,26,38,40,6,12,24,29,33,41
16086596,ALLAN KRUTCHIK,ONCOLOGY MEDICAL,1,13,18,30,31,47,24,5,15,27,44,40
18150794,RICHARD LEVINE,SURGICAL ONCOLOGY,10,19,16,16,29,42,25,9,24,22,36,49
92896726,Atul Butala,-,9,16,31,19,27,48,5,12,19,15,40,42
36136475,Eric Hsi,HEMATOLOGY/ONCOLOGY,0,10,31,34,36,42,15,1,28,19,46,52
62725755,MING ZHOU,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",7,18,22,15,27,34,22,9,36,20,40,54
79366777,Gilberto Jimenez-Justiniano,GYNECOLOGICAL ONCOLOGY,14,10,28,33,34,30,14,12,36,19,49,49
82232984,MICHAEL BENJAMIN,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",8,19,35,20,29,42,26,25,30,27,43,39
86962983,JAGADAMMA NAIR,"PATHOLOGY, HEMATOLOGY",2,12,35,31,39,48,20,13,18,16,33,49
43868247,VIJAYKUMAR GANDHI,-,11,12,24,16,37,49,0,3,22,18,36,54
60863725,SAMUEL HUGHES,PEDIATRIC HEMATOLOGY ONCOLOGY,4,19,29,29,34,36,1,14,27,17,39,48
97085368,Zdenka Segota,SURGICAL ONCOLOGY,0,13,31,31,28,45,26,29,28,29,30,39
76796164,SHEILAINE MABANTA,HEMATOLOGY,0,20,18,34,36,31,8,29,29,20,33,43
52463160,ELLEN SPREMULLI,ONCOLOGY MEDICAL,14,17,12,20,34,32,29,14,23,23,45,40
25878711,RABEI BDEIR,GYNECOLOGICAL ONCOLOGY,3,19,23,22,37,41,30,18,29,29,31,53
14320075,HINA NAUSHAD,PEDIATRIC HEMATOLOGY ONCOLOGY,6,10,31,31,26,43,4,23,22,20,36,43
28238015,SANJAY JAIN,SURGICAL ONCOLOGY,2,12,18,28,31,38,6,22,16,38,25,46
77431945,JOHN BAUMANN,PEDIATRIC HEMATOLOGY ONCOLOGY,15,18,15,32,32,46,11,18,20,19,26,52
83528676,DAVID TOPOLSKY,GYNECOLOGICAL ONCOLOGY,2,23,29,18,30,36,15,4,11,16,34,45
72909306,Bhanji Kundaria,-,6,13,19,30,26,49,30,26,39,29,31,50
70245726,Jennifer Reeder,"PATHOLOGY, HEMATOLOGY",5,21,12,22,29,30,19,23,20,22,42,37
54972468,JASON LIU,HEMATOLOGY/ONCOLOGY,2,25,20,19,38,38,28,12,18,33,27,48
27420628,MEGAN FITZPATRICK,HEMATOLOGY,14,22,18,16,33,47,20,19,20,29,45,47
59127640,NATALIE CHEN,ONCOLOGY MEDICAL,8,18,11,34,35,35,10,3,16,25,36,48
86422201,URANIA DAGALAKIS,HEMATOLOGY,5,10,22,33,34,47,4,28,14,38,33,35
83747764,MICHAEL WYSOTA,GYNECOLOGICAL ONCOLOGY,7,17,35,16,27,39,27,9,40,31,43,53
50910804,ERDEM ALTUNEL,PEDIATRIC HEMATOLOGY ONCOLOGY,4,13,33,34,28,40,10,0,33,19,50,43
58711936,MARIA LOPEZ GARCIA,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",5,23,12,15,26,50,16,21,22,16,30,42
47702760,REEM AKEL,HEMATOLOGY,6,10,24,34,38,45,19,15,14,19,27,49
19215442,DAVID BYUN,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",13,12,15,34,31,49,10,27,22,33,33,50
72495384,JONATHAN ALEXANDER,HEMATOLOGY,15,14,28,29,37,37,21,18,18,24,28,45
88418475,EMILY STERN,"PATHOLOGY, HEMATOLOGY",10,20,27,26,39,30,5,30,18,16,38,35
11994005,DARDAN DEMALIAJ,HEMATOLOGY/ONCOLOGY,6,11,29,35,32,32,14,9,32,15,30,47
95524953,PATRICK REVILLE,SURGICAL ONCOLOGY,1,23,35,19,30,43,29,6,37,21,50,42
60678564,Chipo Kwendakwema,PEDIATRIC HEMATOLOGY ONCOLOGY,10,17,30,30,28,40,29,25,33,36,45,36
87962996,JENNIFER HONG,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",6,14,32,31,37,42,12,4,36,28,49,44
12281257,Amy Moskop,PEDIATRIC HEMATOLOGY ONCOLOGY,13,22,29,33,32,31,9,14,17,30,29,53
11183066,Samuel Riney,GYNECOLOGICAL ONCOLOGY,7,12,28,19,38,49,3,11,30,27,49,44
83133246,Zhen Wang,HEMATOLOGY/ONCOLOGY,7,12,29,20,27,42,24,28,19,22,34,53
26271988,CHRISTOPHER RYDER,PEDIATRIC HEMATOLOGY ONCOLOGY,5,16,33,29,33,45,14,25,33,38,43,40
81271719,BRENDAN GILMORE,HEMATOLOGY/ONCOLOGY,0,13,35,35,28,33,3,14,12,39,38,48
98378968,Rebecca Epperly,GYNECOLOGICAL ONCOLOGY,10,24,11,25,31,46,23,14,39,39,41,38
21968664,DIANA SARAVIA,"PATHOLOGY, HEMATOLOGY",1,13,32,18,28,41,3,21,33,22,31,51
28563657,ZHUOYAN LI,PEDIATRIC HEMATOLOGY ONCOLOGY,12,24,14,15,27,40,0,9,31,28,27,53
48913447,JUSTIN TANG,GYNECOLOGICAL ONCOLOGY,11,17,27,15,26,47,29,25,27,24,47,55
32255932,NATHAN WILGUS,RADIOLOGY ONCOLOGY,14,16,14,28,29,42,5,7,19,28,41,35
17145307,ANISH BUTALA,HEMATOLOGY/ONCOLOGY,6,22,31,32,26,31,13,26,20,20,26,40
56990467,ISAAC ALWINE,PEDIATRIC HEMATOLOGY ONCOLOGY,1,14,28,19,33,46,23,18,33,31,47,49
38024144,Jodi Lipof,GYNECOLOGICAL ONCOLOGY,3,14,15,22,32,44,10,7,17,32,25,38
24522483,MARC ROTH,GYNECOLOGICAL ONCOLOGY,10,14,21,32,33,31,27,30,31,28,35,41
39045888,SHALINI MAKAWITA,GYNECOLOGICAL ONCOLOGY,6,23,19,28,37,32,8,13,25,34,43,37
35574252,Zhongbo Hu,RADIOLOGY ONCOLOGY,9,25,19,28,26,34,25,15,21,38,47,36
57567057,LUCY KENNEDY,RADIOLOGY ONCOLOGY,15,14,13,29,26,32,15,23,15,40,47,37
68860267,BEATRICE ALVARADO ROBERTS,RADIOLOGY ONCOLOGY,15,23,31,31,29,42,17,2,20,35,47,42
18817581,XIA BI,ONCOLOGY MEDICAL,6,19,21,31,30,46,16,22,29,17,30,36
58580909,TRISHA PLASTINI,PEDIATRIC HEMATOLOGY ONCOLOGY,0,22,28,25,34,38,30,15,15,29,27,53
33320083,BRYAN REA,"PATHOLOGY, HEMATOLOGY",0,23,26,28,37,38,2,13,19,30,50,55
35915563,Bhavana Singh,RADIOLOGY ONCOLOGY,7,21,28,16,34,46,3,16,10,18,35,47
96754178,JOANNE ZHUNG,PEDIATRIC HEMATOLOGY ONCOLOGY,14,12,13,27,29,39,20,20,26,38,42,39
27862666,CAITLIN GOMEZ,RADIOLOGY ONCOLOGY,7,17,26,20,34,32,24,18,27,27,48,53
92581469,ALBERT TSAI,HEMATOLOGY,12,19,33,16,26,42,1,25,31,16,27,45
46405784,SARAH HERBY,GYNECOLOGICAL ONCOLOGY,15,15,34,29,33,36,2,30,27,23,43,35
45899616,Christine Higham,PEDIATRIC HEMATOLOGY ONCOLOGY,14,16,23,18,40,49,17,19,17,34,42,44
13321783,ANTHONY DANIYAN,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",13,17,24,21,26,33,23,28,17,19,28,36
49243724,Connie Batlevi,-,6,22,25,15,35,40,13,15,20,32,34,43
31814760,KACIE LUMMEN,HEMATOLOGY,12,17,21,27,31,35,12,18,28,18,48,48
44193329,ANANDANI NELLAN,"PATHOLOGY, HEMATOLOGY",1,19,20,29,25,43,20,22,35,24,44,35
42251994,JULIE HUYNH,HEMATOLOGY/ONCOLOGY,6,25,22,30,33,48,14,1,25,18,30,45
44148579,RYAN GRIFFIN,PEDIATRIC HEMATOLOGY ONCOLOGY,2,16,10,25,31,46,2,24,13,40,28,53
78951246,Sarah Nagle,"PATHOLOGY, HEMATOLOGY",5,10,33,21,27,41,21,19,20,17,44,55
13202202,ROSA NOUVINI,RADIOLOGY ONCOLOGY,6,10,10,24,37,43,3,17,35,38,27,48
60159222,Vinod Varki,RADIOLOGY ONCOLOGY,7,21,12,31,29,47,5,21,28,21,42,38
45389808,Elizabeth Pollard,PEDIATRIC HEMATOLOGY ONCOLOGY,7,17,17,32,28,40,1,0,13,40,39,39
31896620,UMAIR GHANI,HEMATOLOGY/ONCOLOGY,2,25,22,28,25,32,24,17,28,20,48,48
51145573,STEVEN MARON,HEMATOLOGY,8,25,11,24,32,36,24,17,20,37,44,48
34335655,NAMRATHA VONTELA,SURGICAL ONCOLOGY,13,19,19,18,25,36,23,4,32,17,39,53
65550563,MAY CHO,GYNECOLOGICAL ONCOLOGY,13,15,28,19,28,45,15,25,29,27,27,46
56090410,Krishna Patel,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",5,25,25,29,38,39,19,14,22,34,44,44
83473578,JEHEE CHOI,"PATHOLOGY, HEMATOLOGY",8,11,21,24,36,40,14,29,16,27,25,46
51648177,HOUSSEIN ABDUL SATER,HEMATOLOGY/ONCOLOGY,2,20,18,21,33,48,8,29,21,28,43,40
13939389,EMILY MASON,PEDIATRIC HEMATOLOGY ONCOLOGY,9,22,34,24,39,35,13,25,20,20,28,37
97606806,Mubasir Mundia,HEMATOLOGY,1,20,12,24,29,42,8,23,33,17,49,46
33279469,Malini Patel,GYNECOLOGICAL ONCOLOGY,11,16,12,31,30,34,28,6,31,24,35,49
13847438,Ilia Buhtoiarov,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",9,14,10,29,30,48,6,11,30,22,47,36
51720586,STEPHANIE DIXON,HEMATOLOGY,5,17,20,15,32,34,16,29,23,39,47,48
72193353,YUANQUAN YANG,HEMATOLOGY,1,22,15,22,28,42,15,16,36,15,40,46
48077928,Hosam Hakim,SURGICAL ONCOLOGY,13,20,14,27,37,43,1,8,35,25,43,55
51926306,M. Sarfraz Nawaz,-,13,18,28,23,35,47,23,12,40,23,31,55
79500304,TANNER JOHANNS,ONCOLOGY MEDICAL,10,18,32,25,29,35,1,8,40,19,32,55
27504775,KHURRAM ANWAR,RADIOLOGY ONCOLOGY,15,15,25,35,36,35,27,21,20,17,37,38
15991080,SHRUTI SINGH,ONCOLOGY MEDICAL,0,16,33,29,27,33,14,29,35,32,29,53
49823655,IOANNIS POLITIKOS,PEDIATRIC HEMATOLOGY ONCOLOGY,1,18,31,24,26,46,3,26,17,36,32,49
53450825,Vivian Oehler,RADIOLOGY ONCOLOGY,10,11,19,17,36,32,26,7,40,21,42,45
52510424,Muhammad Raza,GYNECOLOGICAL ONCOLOGY,12,20,34,32,25,46,25,13,10,15,38,51
82974507,ROBERT ISAAK,RADIOLOGY ONCOLOGY,11,11,24,15,27,33,12,29,39,35,41,39
31443691,Rachel Raab,"PATHOLOGY, HEMATOLOGY",6,22,32,19,33,39,27,21,32,36,26,48
68269059,MARK LEGOLVAN,HEMATOLOGY,11,15,34,26,36,31,21,16,17,38,42,41
48119901,HORATIU OLTEANU,PEDIATRIC HEMATOLOGY ONCOLOGY,13,25,35,26,28,39,4,0,29,21,25,42
84900867,ASHLEY SUMRALL,ONCOLOGY MEDICAL,13,22,18,18,33,36,25,8,31,28,49,35
10245588,YING PEI,"PATHOLOGY, HEMATOLOGY",9,19,32,27,38,36,30,22,38,35,31,36
57985226,JUANITA EVANS,RADIOLOGY ONCOLOGY,13,25,14,33,30,35,8,29,38,36,46,50
18576580,WENQING SUN,SURGICAL ONCOLOGY,9,16,27,25,38,44,8,23,15,25,44,51
45958679,Maria Ghiuzeli,GYNECOLOGICAL ONCOLOGY,0,25,22,35,34,40,24,1,33,26,46,40
32146447,Uma Borate,SURGICAL ONCOLOGY,5,24,11,17,38,36,11,16,40,29,50,55
20047965,BRUNO BASTOS,ONCOLOGY MEDICAL,11,21,21,22,26,38,10,11,20,19,45,52
22108167,Aaron Shaver,PEDIATRIC HEMATOLOGY ONCOLOGY,12,24,11,35,28,46,28,12,27,32,46,36
41976001,LISA WRAY,-,3,19,10,32,25,32,25,28,36,21,32,35
82697966,VICTOR GONZALEZ,RADIOLOGY ONCOLOGY,14,19,35,27,28,35,25,25,35,35,37,50
94929776,CARLOS RAMOS,HEMATOLOGY/ONCOLOGY,2,16,14,32,27,32,14,28,23,38,50,53
98225434,PRAVEEN VIKAS,-,14,12,29,16,29,49,7,23,28,26,42,43
74170688,Qiaofang Chen,PEDIATRIC HEMATOLOGY ONCOLOGY,3,14,22,29,34,33,2,17,31,18,50,39
77481008,MARC RAPPAPORT,SURGICAL ONCOLOGY,13,13,26,30,26,45,20,10,35,19,38,39
96815894,MAMATHA PRABHAKAR,HEMATOLOGY,8,11,27,16,26,35,1,5,35,19,41,43
72673130,ARUNA PADMANABHAN,RADIOLOGY ONCOLOGY,1,19,21,22,32,30,12,21,15,33,35,51
56067110,NATALIYA UBOHA,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",15,16,19,34,39,42,23,15,23,31,29,44
61039934,SAVITA DANDAPANI,SURGICAL ONCOLOGY,10,24,11,21,27,37,25,12,23,23,50,53
74932288,HINA ABBAS,RADIOLOGY ONCOLOGY,13,10,11,27,40,35,22,17,13,29,47,45
64675705,JOHN LUKENS,GYNECOLOGICAL ONCOLOGY,10,22,21,31,26,41,21,13,29,38,41,38
49662463,Wilson File,-,15,23,20,19,25,40,10,26,30,17,48,54
47792345,DEVI MEYYAPPAN,-,10,13,15,31,27,35,25,15,37,21,25,53
61875540,Arunkumar Modi,PEDIATRIC HEMATOLOGY ONCOLOGY,3,16,30,27,37,32,20,7,35,35,47,42
30534742,Jawaunna Blackmon,ONCOLOGY MEDICAL,13,14,26,21,35,39,15,20,35,27,35,42
70800087,JONATHAN RIESS,HEMATOLOGY/ONCOLOGY,2,21,35,24,34,48,27,16,35,40,27,36
99787934,AYMEN ELFIKY,HEMATOLOGY/ONCOLOGY,13,10,30,20,35,34,11,8,15,17,46,35
18350080,James Morgan,HEMATOLOGY/ONCOLOGY,10,18,23,27,30,37,10,18,24,24,45,41
60948473,MARK DICKSON,SURGICAL ONCOLOGY,8,16,20,27,30,38,28,28,34,27,43,52
20453017,CHRISTOPHER AKE,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",8,10,20,28,35,46,22,22,14,25,37,38
40534391,JEFFREY TRUELL,GYNECOLOGICAL ONCOLOGY,9,20,35,15,32,47,24,20,28,35,36,52
57439336,Mohammed Shareef,HEMATOLOGY,6,16,35,19,31,48,27,3,18,32,45,44
50481623,RAMI MANOCHAKIAN,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",7,14,16,23,35,36,7,11,17,28,35,50
82349889,JORGE FLORINDEZ ULLILEN,-,11,13,35,29,37,37,23,17,15,40,29,55
88367545,SUMANA NAGIREDDY,SURGICAL ONCOLOGY,7,12,31,26,26,43,16,15,31,37,37,53
85019599,AYAL AIZER,HEMATOLOGY/ONCOLOGY,1,16,23,15,39,49,30,25,17,33,44,37
79149623,David Hodges,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",5,13,28,27,39,30,14,2,32,17,25,36
80128111,Leslie Klein,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",13,10,10,16,34,49,13,27,23,30,47,37
28881619,WILLIAM WILSON,-,13,21,26,29,28,35,24,20,29,31,32,40
33987371,JAYMEE STROUD,PEDIATRIC HEMATOLOGY ONCOLOGY,10,16,23,33,40,38,0,20,20,38,41,45
14272927,GABOR ALTDORFER,"PATHOLOGY, HEMATOLOGY",6,16,14,26,26,31,28,0,19,16,43,44
29159581,Lisa Goodman,HEMATOLOGY,1,22,35,23,30,35,7,23,34,36,48,47
35973749,Jennifer Lucas,-,14,19,30,24,29,34,18,2,10,38,50,43
26896482,YVES DE CLERCK,-,14,19,34,34,25,39,12,21,11,28,49,44
27343902,BRIAN ACKER,-,9,22,14,24,32,50,17,22,25,23,25,49
41794582,Kent Shih,HEMATOLOGY,5,18,28,28,36,30,9,9,40,25,50,35
26800019,MICHELE FOX,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",5,25,13,20,38,45,27,10,15,40,43,45
29416322,ALAN SHAIMAN,RADIOLOGY ONCOLOGY,12,10,26,27,25,34,4,25,29,26,29,40
87394311,KENNETH BRAUNSTEIN,PEDIATRIC HEMATOLOGY ONCOLOGY,4,21,11,25,29,41,9,4,27,37,35,48
85073630,FRANK KIMSEY,-,5,23,28,24,31,34,23,4,19,15,27,40
43583449,JOSEPH BARGELLINI,"PATHOLOGY, HEMATOLOGY",5,16,28,23,38,39,16,9,13,23,41,38
62594611,JULIE WOLFE,HEMATOLOGY/ONCOLOGY,11,24,12,30,40,48,24,7,31,30,25,55
66525337,Rebecca Johnson,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",9,20,13,25,39,48,23,0,21,38,46,50
82258212,JOHN MEARS,HEMATOLOGY,13,16,13,33,31,48,11,28,14,22,26,36
10359727,Adrienne Phillips,"PATHOLOGY, HEMATOLOGY",12,12,18,28,27,41,1,17,32,38,36,53
50523071,Ivor Percent,HEMATOLOGY/ONCOLOGY,10,16,27,29,26,38,2,18,16,35,37,52
84555154,Fan Zhang,HEMATOLOGY/ONCOLOGY,11,24,31,17,25,44,26,3,39,17,36,50
60309541,PAUL ERBA,HEMATOLOGY/ONCOLOGY,4,16,31,24,35,36,5,19,34,16,45,44
51264354,Becky Miller,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",11,25,20,16,34,46,18,2,23,36,39,37
36548561,REKHA PARAMESWARAN,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",6,22,11,17,30,37,4,0,23,22,45,49
49909799,Heather Benjamin,RADIOLOGY ONCOLOGY,1,24,25,28,39,48,20,4,12,19,44,36
25231010,JENIA JENAB-WOLCOTT,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",12,14,20,25,26,49,24,9,20,15,34,51
75373931,Mayra Rivera,SURGICAL ONCOLOGY,15,16,22,15,39,38,19,18,36,20,31,38
26211754,MARK STONE,PEDIATRIC HEMATOLOGY ONCOLOGY,1,23,29,29,40,45,6,22,35,27,28,53
66598981,SYLVIA SINGER,ONCOLOGY MEDICAL,12,25,32,16,27,47,11,0,31,39,45,36
52864322,SALYKA SENGSAYADETH,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",3,25,21,23,31,49,11,23,20,17,41,36
11648844,MICHAEL GOODMAN,ONCOLOGY MEDICAL,10,19,25,24,38,44,18,26,38,18,42,50
91342503,JAMES CONNELLY,"PATHOLOGY, HEMATOLOGY",5,24,17,26,31,46,27,6,21,21,49,53
60379072,NORAH HENRY,RADIOLOGY ONCOLOGY,2,21,27,19,34,45,9,23,40,34,27,55
72109749,JOCELIN HUANG,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",15,23,11,23,35,34,28,15,20,25,50,41
85517591,JASPREET GREWAL,HEMATOLOGY,9,12,11,22,25,44,26,16,23,22,46,44
